server_0,server_1,server_2
32869,32868,32868
96687,96687,96686
161652,161652,161652
225883,225883,225882
287657,287656,287656
305660,372691,372690
305660,460647,460646
305660,554109,554108
305701,635954,635954
305701,707146,690985
305701,819419,690985
360534,902087,690985
416021,977537,710949
416021,1062498,795910
461693,1135491,868903
533032,1206829,940241
602708,1276505,1009917
683192,1356990,1029315
742102,1435091,1048507
742102,1538276,1151692
742102,1639431,1252847
756087,1718906,1332322
821767,1784587,1398002
841150,1864044,1477460
841185,1960433,1573848
841185,2061770,1675185
841185,2149481,1762896
841185,2244616,1858032
841185,2342984,1956400
841185,2430254,2043669
858486,2530397,2126618
939339,2611249,2126618
1022557,2694468,2126618
1080261,2752171,2126618
1147190,2819100,2126618
1221293,2893203,2126618
1288573,2960484,2126618
1372586,3044497,2126618
1448375,3120285,2126618
1524800,3196711,2142009
1594127,3266037,2211335
1668198,3340109,2230050
1743151,3392247,2230116
1810969,3392247,2230116
1873019,3443890,2281758
1939712,3510583,2348451
2008376,3579246,2417115
2086546,3598635,2495285
2150842,3619127,2580039
2150842,3718697,2679609
2150842,3821744,2782656
2150842,3919013,2879925
2150842,4014908,2975821
2150898,4108481,3069394
2172115,4191781,3173852
2253197,4191781,3254933
2335003,4191854,3336740
2413805,4191854,3415542
2497849,4191854,3499586
2525710,4253716,3581307
2525710,4341832,3669424
2525710,4441577,3769169
2566837,4524094,3851685
2638269,4595526,3923117
2708233,4665489,3993081
2727077,4684333,4062252
2746493,4703748,4137251
2823606,4780862,4137251
2912660,4869915,4137251
2985732,4942988,4137251
3061196,5018452,4137251
3127252,5084507,4137251
3206230,5163485,4137253
3291038,5248294,4137253
3372014,5329269,4137286
3437413,5394668,4137363
3514652,5471908,4137363
3592736,5549991,4137363
3662865,5620120,4137420
3738095,5695350,4137420
3819941,5777196,4137467
3898865,5856121,4137536
3978415,5935671,4137536
4057180,6014435,4137594
4144572,6080446,4159034
4221249,6080446,4235711
4303406,6080446,4317869
4392343,6080446,4406805
4477619,6080446,4492082
4557022,6080446,4571485
4618776,6104813,4657605
4618776,6210994,4763786
4618776,6312406,4865198
4629011,6392236,4945028
4695225,6458449,5011241
4785689,6548913,5031043
4846830,6629241,5050241
4846830,6726355,5147355
4897298,6801610,5222610
4965190,6869502,5290502
5033187,6937499,5358499
5109985,7014298,5377761
5180379,7084692,5377761
5266425,7170738,5377761
5335769,7240081,5423165
5400002,7304315,5487399
5464602,7368915,5551998
5537951,7442264,5570672
5609380,7540152,5597132
5609380,7637098,5694078
5658615,7714846,5771825
5727183,7783414,5840394
5794651,7850882,5907861
5811513,7867688,6037646
5811513,7867688,6154152
5811513,7867688,6250539
5868887,7925198,6347797
5947396,8003707,6426305
6023618,8079929,6502528
6089036,8145347,6523236
6159604,8215915,6523236
6228455,8284765,6523236
6308098,8364409,6523243
6373722,8430033,6523243
6455877,8512187,6523243
6530565,8586876,6523279
6602902,8659212,6523300
6678441,8734751,6523300
6766892,8823203,6523300
6850887,8907197,6540233
6919445,8975755,6608791
7000039,9056349,6628435
7068316,9124627,6628435
7150271,9206582,6628435
7223780,9280090,6682384
7300874,9357185,6759478
7378508,9434819,6837113
7461741,9518051,6858017
7551613,9588366,6877575
7644383,9588366,6970344
7723755,9588366,7049717
7792537,9601867,7118499
7864778,9674107,7190739
7948146,9757476,7210436
8027156,9836485,7210475
8122642,9931972,7210475
8211297,10020627,7210475
8288896,10098225,7226855
8360465,10169794,7298424
8380532,10258995,7387625
8380532,10354036,7482665
8380532,10450400,7579029
8380532,10531944,7660574
8380532,10630605,7759235
8380532,10729410,7858039
8380565,10825308,7953938
8392238,10905633,8022732
8477797,10991193,8022732
8559041,11072436,8022732
8622305,11135701,8035945
8689314,11202709,8102953
8767803,11281199,8119252
8849323,11362719,8119252
8921433,11434828,8119252
9003139,11516534,8119252
9060822,11574217,8133387
9127695,11641090,8200260
9147092,11716895,8219658
9147267,11846641,8244496
9147267,11948999,8346853
9147267,12056724,8454579
9162324,12142423,8540277
9231536,12211635,8609489
9250209,12297856,8695711
9250287,12398227,8796082
9250287,12506603,8904458
9312311,12536051,8995929
9388257,12536051,9071875
9473007,12536051,9156625
9544263,12536107,9227882
9603892,12553256,9304660
9603892,12652132,9403535
9603892,12749781,9501184
9620405,12829841,9581245
9690958,12900394,9651798
9710911,12977580,9728984
9730357,13047746,9818596
9812085,13047746,9900323
9893426,13047746,9981665
9952102,13062220,10040340
10022650,13132769,10110888
10102136,13212254,10132389
10158412,13284830,10148689
10158412,13377134,10240992
10210945,13460842,10324701
10277774,13527671,10391530
10342456,13592353,10456212
10350333,13670270,10534129
10350333,13766544,10630403
10350333,13860402,10724261
10397038,13937861,10755127
10483788,14024610,10755127
10555474,14096297,10755127
10632602,14173424,10755159
10707608,14248430,10755178
10775329,14316152,10755178
10847100,14387922,10755178
10921194,14462017,10755178
11007303,14548126,10755178
11100243,14641066,10755178
11179740,14720562,10755178
11256261,14797084,10755178
11319022,14859844,10755178
11396724,14937547,10755178
11477168,15017990,10755178
11550743,15091565,10755178
11633193,15174016,10755178
11707087,15247909,10755178
11790647,15331470,10755178
11869397,15410219,10755178
11936789,15477611,10755178
12012871,15553693,10755178
12094368,15635190,10755178
12169068,15709891,10755178
12251254,15792076,10755178
12330160,15870982,10755178
12414526,15955349,10755178
12488711,16029533,10755182
12565418,16106241,10755182
12630076,16170898,10755182
12705057,16245879,10755188
12788772,16329594,10755188
12866334,16407156,10755188
12940333,16481155,10755188
13013740,16537351,10755188
13101319,16537351,10755188
13207540,16537351,10755188
13289660,16537351,10755188
13366047,16537351,10755188
13451969,16594604,10755224
13535676,16678312,10755224
13618059,16760695,10755224
13697349,16839984,10755224
13780232,16922868,10755224
13863561,17006197,10755224
13886818,17104647,10830418
13886818,17199768,10925538
13886818,17309581,11035351
13886818,17413450,11139220
13902296,17501617,11227387
13970216,17569537,11295307
14040820,17640140,11365911
14111218,17710539,11436309
14180700,17780021,11505792
14253830,17853151,11578921
14323724,17923045,11648815
14388496,17987817,11713588
14452143,18051464,11777234
14520037,18119358,11845129
14587611,18186932,11912703
14651071,18250391,11976162
14717653,18316974,12042745
14787319,18386639,12112410
14853779,18453099,12178870
14916632,18515953,12241723
14983208,18582528,12308299
15053299,18652620,12378390
15125997,18725317,12451088
15199304,18798625,12524395
15271359,18870679,12596450
15342996,18942316,12668087
15412446,19011766,12737537
15485321,19084641,12810412
15557953,19157273,12883044
15629337,19228657,12954428
15699796,19299117,13024888
15773054,19372375,13098146
15840445,19439766,13165537
15906623,19505944,13231714
15974384,19573705,13299475
16042362,19641682,13367453
16110993,19710314,13436085
16181631,19780951,13506722
16251945,19851266,13577036
16323308,19922629,13648399
16389698,19989019,13714789
16459758,20059079,13784850
16527367,20126688,13852459
16600822,20200143,13925914
16669690,20269011,13994782
16736298,20335619,14061389
16801940,20401261,14127031
16867044,20466365,14192136
16935519,20534840,14260610
17005992,20605313,14331083
17075363,20674684,14400455
17141942,20741263,14467033
17209819,20809140,14534911
17283479,20882800,14608570
17353069,20952390,14678160
17422410,21021730,14747501
17495097,21094417,14820188
17566913,21166233,14892004
17638543,21237864,14963634
17705579,21304900,15030670
17774121,21373442,15099212
17843258,21442579,15168349
17909423,21508744,15234514
17983799,21583120,15308890
18054557,21653877,15379648
18125031,21724352,15450123
18190161,21789481,15515252
18260581,21859902,15585673
18328031,21927351,15653122
18393575,21992895,15718666
18457574,22056895,15782666
18529478,22128798,15854569
18596437,22195758,15921528
18665380,22264700,15990471
18737638,22336959,16062730
18812465,22411786,16137557
18885016,22484337,16210108
18954130,22553451,16279222
19025895,22625216,16350987
19093000,22692320,16418091
19162119,22761440,16487211
19231310,22830630,16556401
19296991,22896312,16622082
19368157,22967478,16693248
19439510,23038831,16764601
19503957,23103277,16829048
19575535,23174856,16900627
19641268,23240589,16966360
19710691,23310012,17035783
19777752,23377072,17102843
19850077,23449397,17175168
19921500,23520821,17246591
19986470,23585791,17311561
20056972,23656293,17382064
20133211,23732532,17458302
20203407,23802728,17528499
20269640,23868961,17594732
20341012,23940332,17666103
20406061,24005382,17731152
20475271,24074592,17800362
20544677,24143998,17869768
20612683,24212004,17937775
20680371,24279692,18005462
20746777,24346098,18071869
20817759,24417080,18142851
20886977,24486298,18212068
20956550,24555870,18281641
21028107,24627428,18353198
21098665,24697985,18423756
21173064,24772385,18498155
21242028,24841348,18567119
21313896,24913217,18638988
21380078,24979398,18705169
21450455,25049776,18775546
21516058,25115378,18841149
21584150,25183471,18909242
21653141,25252461,18978232
21720332,25319653,19045424
21789476,25388797,19114567
21858948,25458269,19184040
21925482,25524803,19250574
21994402,25593723,19319493
22063724,25663045,19388815
22130758,25730079,19455850
22198448,25797768,19523539
22266209,25865530,19591300
22337673,25936994,19662765
22407672,26006992,19732763
22479055,26078376,19804146
22548359,26147680,19873451
22624573,26223893,19949664
22692622,26291943,20017713
22767375,26366695,20092466
22840125,26439445,20165216
22911495,26510815,20236586
22979033,26578353,20304124
23050513,26649834,20375604
23119938,26719259,20445029
23190293,26789613,20515384
23258836,26858156,20583927
23332629,26931949,20657720
23400505,26999826,20725596
23468994,27068314,20794085
23538926,27138246,20864017
23603821,27203142,20928913
23674698,27274019,20999789
23742158,27341478,21067249
23812495,27411815,21137586
23883002,27482323,21208094
23951324,27550645,21276415
24018273,27617594,21343364
24088277,27687597,21413368
24159870,27759191,21484962
24224891,27824212,21549983
24295055,27894376,21620147
24368673,27967993,21693764
24437290,28036611,21762381
24510029,28109350,21835120
24579762,28179083,21904854
24642074,28241395,21967166
24708466,28307786,22033557
24779910,28379231,22105002
24851746,28451067,22176838
24924544,28523865,22249635
24990459,28589780,22315551
25062459,28661780,22387550
25130538,28729858,22455629
25197690,28797011,22522782
25270599,28869919,22595690
25334004,28933325,22659095
25400989,29000309,22726080
25467432,29066752,22792523
25536747,29136068,22861838
25609212,29208533,22934304
25676624,29275945,23001716
25741729,29341049,23066820
25815043,29414363,23140134
25887457,29486778,23212548
25961056,29560376,23286147
26031566,29630887,23356658
26105858,29705179,23430949
26175230,29774550,23500321
26241818,29841138,23566909
26307319,29906639,23632410
26372201,29971521,23697292
26443007,30042327,23768098
26516152,30115473,23841244
26585863,30185184,23910955
26657779,30257099,23982870
26727179,30326499,24052270
26796250,30395571,24121342
26863481,30462802,24188573
26937494,30536815,24262585
27009618,30608939,24334709
27081526,30680846,24406617
27144571,30743891,24469662
27209988,30809309,24535079
27277566,30876887,24602657
27346913,30946234,24672005
27414340,31013660,24739431
27481325,31080646,24806417
27548575,31147896,24873667
27620662,31219982,24945753
27692980,31292301,25018071
27760361,31359681,25085452
27831043,31430363,25156134
27901141,31500461,25226232
27968918,31568239,25294010
28037961,31637282,25363052
28110622,31709942,25435713
28177252,31776573,25502344
28248218,31847539,25573310
28323763,31923084,25648854
28395040,31994361,25720132
28467505,32066826,25792597
28533750,32133071,25858841
28602272,32201592,25927363
28668185,32267506,25993276
28739591,32338912,26064683
28802771,32402092,26127863
28869698,32469019,26194790
28936421,32535741,26261512
29001387,32600708,26326478
29070236,32669557,26395328
29137923,32737244,26463014
29207351,32806671,26532442
29282507,32881828,26607599
29355901,32955222,26680993
29427193,33026514,26752285
29496472,33095792,26821563
29567733,33167054,26892824
29636362,33235682,26961453
29707668,33306988,27032759
29776440,33375761,27101532
29842613,33441934,27167705
29916430,33515750,27241521
29987899,33587220,27312990
30053316,33652636,27378407
30123229,33722549,27448320
30192092,33791413,27517184
30257868,33857189,27582959
30324875,33924196,27649967
30393375,33992696,27718467
30463249,34062570,27788341
30531236,34130557,27856328
30600459,34199779,27925550
30672402,34271723,27997494
30739269,34338589,28064360
30811425,34410746,28136517
30879661,34478982,28204753
30945498,34544818,28270589
31017397,34616718,28342488
31084154,34683475,28409246
31156625,34755946,28481716
31227107,34826428,28552198
31298209,34897529,28623300
31367282,34966603,28692374
31434270,35033591,28759361
31502534,35101855,28827626
31573347,35172667,28898438
31645215,35244535,28970306
31711712,35311032,29036803
31781514,35380835,29106606
31849539,35448860,29174631
31917741,35517062,29242832
31988786,35588106,29313877
32059566,35658887,29384657
32131339,35730660,29456431
32198276,35797596,29523367
32268769,35868090,29593861
32337541,35936862,29662632
32407152,36006472,29732243
32477186,36076506,29802277
32545009,36144330,29870100
32610793,36210113,29935884
32681098,36280419,30006189
32747138,36346458,30072229
32817737,36417057,30142828
32889141,36488462,30214232
32959706,36559026,30284797
33025506,36624827,30350598
33098988,36698309,30424080
33172648,36771968,30497739
33242933,36842254,30568024
33312738,36912058,30637829
33384096,36983417,30709188
33456332,37055652,30781423
33524579,37123900,30849670
33597492,37196813,30922583
33667565,37266885,30992656
33736184,37335505,31061276
33806790,37406111,31131882
33876132,37475452,31201223
33946622,37545943,31271713
34017530,37616850,31342621
34089944,37689265,31415035
34159736,37759057,31484828
34225090,37824411,31550181
34296192,37895512,31621283
34364694,37964015,31689786
34433541,38032862,31758632
34501105,38100426,31826197
34568474,38167794,31893565
34637226,38236547,31962318
34700564,38299885,32025656
34772281,38371601,32097372
34842809,38442129,32167900
34913258,38512579,32238349
34981370,38580691,32306461
35052269,38651589,32377360
35123732,38723053,32448824
35194318,38793639,32519409
35264251,38863572,32589342
35332901,38932222,32657993
35402685,39002005,32727776
35464715,39064036,32789806
35535232,39134552,32860323
35599291,39198612,32924382
35664963,39264284,32990054
35734963,39334284,33060055
35804005,39403325,33129096
35872212,39471533,33197304
35941553,39540874,33266645
36004056,39603377,33329147
36073884,39673205,33398975
36145808,39745128,33470899
36209027,39808348,33534119
36281936,39881257,33607028
36348779,39948100,33673870
36419721,40019041,33744812
36490538,40089859,33815629
36561748,40161068,33886839
36625462,40224783,33950554
36693098,40292419,34018189
36760956,40360277,34086047
36831349,40430669,34156440
36898295,40497616,34223386
36967465,40566785,34292556
37035360,40634681,34360452
37103576,40702897,34428668
37171410,40770731,34496501
37241009,40840329,34566100
37308322,40907643,34633413
37377605,40976925,34702696
37444338,41043658,34769429
37508839,41108160,34833930
37578054,41177374,34903145
37649131,41248451,34974222
37718823,41318144,35043914
37785132,41384452,35110223
37854502,41453822,35179593
37923135,41522456,35248226
37997060,41596381,35322151
38066710,41666030,35391801
38134739,41734060,35459830
38208140,41807460,35533231
38278556,41877877,35603648
38346968,41946289,35672059
38414653,42013974,35739744
38477999,42077320,35803090
38545962,42145283,35871054
38612860,42212181,35937952
38678616,42277937,36003708
38743437,42342758,36068528
38815683,42415004,36140774
38882775,42482095,36207866
38948435,42547755,36273526
39018047,42617367,36343138
39087030,42686350,36412121
39158106,42757427,36483198
39223764,42823085,36548856
39291867,42891188,36616958
39363899,42963219,36688990
39435436,43034756,36760527
39504953,43104273,36830044
39570338,43169659,36895429
39638124,43237444,36963215
39709093,43308413,37034184
39774972,43374293,37100063
39844032,43443352,37169123
39915422,43514743,37240514
39979805,43579125,37304896
40046266,43645586,37371357
40116658,43715979,37441749
40179385,43778705,37504476
40245305,43844626,37570397
40314828,43914148,37639919
40383807,43983128,37708898
40451115,44050435,37776206
40521404,44120725,37846496
40588009,44187330,37913100
40655846,44255167,37980938
40726451,44325772,38051543
40791995,44391316,38117086
40862058,44461379,38187149
40929487,44528808,38254578
40998753,44598074,38323844
41063011,44662332,38388103
41134488,44733809,38459579
41203484,44802805,38528575
41272490,44871810,38597581
41342381,44941701,38667472
41412854,45012175,38737945
41481681,45081002,38806772
41552130,45151450,38877221
41609801,45209121,38934892
41680766,45280087,39005858
41750282,45349603,39075374
41815982,45415303,39141074
41885815,45485135,39210906
41956899,45556219,39281990
42026533,45625853,39351624
42093514,45692834,39418605
42160649,45759970,39485741
42228847,45828168,39553938
42297847,45897168,39622939
42364594,45963915,39689685
42431201,46030521,39756292
42494223,46093544,39819314
42557765,46157086,39882856
42629369,46228689,39954460
42692088,46291408,40017179
42759198,46358519,40084289
42827628,46426948,40152719
42898524,46497844,40223615
42970118,46569439,40295209
43041647,46640967,40366738
43110362,46709683,40435453
43183512,46782833,40508604
43256008,46855328,40581099
43326112,46925432,40651203
43395886,46995207,40720977
43463905,47063225,40788996
43536455,47135776,40861546
43602720,47202040,40927811
43672577,47271898,40997669
43743002,47342322,41068093
43813767,47413088,41138858
43884770,47484091,41209861
43954108,47553429,41279199
44016675,47615996,41341767
44085926,47685246,41411017
44161039,47760360,41486130
44231600,47830920,41556691
44300647,47899967,41625738
44371763,47971084,41696855
44438830,48038151,41763921
44505074,48104395,41830165
44579715,48179035,41904806
44647781,48247101,41972872
44714543,48313864,42039635
44780195,48379515,42105286
44848570,48447891,42173662
44918639,48517960,42243730
44988331,48587651,42313422
45059357,48658678,42384449
45128187,48727508,42453279
45197502,48796823,42522594
45270241,48869562,42595332
45339497,48938817,42664588
45405517,49004838,42730608
45477419,49076740,42802510
45542379,49141700,42867471
45610847,49210168,42935938
45677607,49276928,43002699
45744632,49343953,43069724
45810742,49410063,43135833
45874431,49473751,43199522
45942142,49541463,43267234
46013858,49613179,43338949
46082047,49681367,43407138
46153864,49753184,43478955
46220608,49819928,43545699
46288215,49887535,43613306
46357043,49956364,43682134
46425678,50024998,43750769
46491487,50090808,43816579
46557104,50156425,43882195
46628329,50227649,43953420
46697828,50297149,44022919
46763979,50363300,44089071
46833482,50432802,44158573
46901830,50501150,44226921
46969366,50568687,44294457
47038650,50637971,44363742
47109672,50708993,44434764
47180461,50779781,44505552
47247139,50846459,44572230
47317617,50916938,44642709
47391545,50990866,44716637
47459220,51058541,44784312
47530729,51130050,44855821
47599228,51198548,44924319
47669853,51269173,44994944
47734098,51333419,45059190
47798426,51397747,45123518
47867583,51466904,45192675
47931218,51530539,45256310
48002709,51602030,45327801
48071358,51670679,45396450
48140874,51740194,45465965
48208016,51807337,45533108
48275525,51874845,45600616
48344697,51944018,45669789
48409967,52009287,45735058
48480013,52079334,45805104
48550546,52149866,45875637
48618443,52217763,45943534
48686434,52285754,46011525
48754281,52353601,46079372
48823951,52423272,46149043
48897537,52496858,46222629
48963294,52562615,46288385
49032058,52631379,46357150
49098846,52698167,46423938
49169282,52768602,46494373
49238147,52837468,46563239
49307722,52907043,46632814
49374624,52973945,46699715
49444405,53043725,46769496
49512048,53111369,46837139
49577676,53176997,46902767
49645219,53244539,46970310
49714742,53314062,47039833
49787991,53387312,47113082
49858840,53458161,47183932
49925881,53525201,47250972
49992708,53592029,47317799
50059925,53659245,47385016
50124838,53724159,47449930
50192936,53792257,47518028
50262066,53861387,47587158
50333528,53932849,47658620
50407127,54006447,47732218
50477020,54076340,47802111
50544231,54143551,47869322
50612053,54211374,47937144
50684103,54283424,48009195
50755694,54355015,48080786
50827657,54426978,48152748
50894541,54493862,48219632
50961728,54561049,48286819
51029118,54628438,48354209
51098607,54697928,48423699
51167755,54767075,48492846
51230381,54829701,48555472
51301772,54901093,48626863
51366889,54966210,48691981
51433228,55032549,48758320
51502721,55102042,48827812
51568032,55167352,48893123
51632928,55232248,48958019
51704270,55303591,49029362
51774093,55373413,49099184
51844114,55443435,49169205
51912318,55511638,49237409
51982615,55581936,49307707
52049684,55649004,49374775
52117412,55716733,49442504
52187638,55786958,49512729
52252880,55852201,49577971
52324268,55923589,49649360
52390989,55990310,49716080
52457414,56056734,49782505
52523647,56122967,49848738
52597181,56196502,49922273
52667915,56267235,49993006
52741052,56340373,50066144
52810374,56409694,50135465
52875309,56474630,50200401
52942740,56542061,50267831
53008296,56607617,50333387
53074683,56674004,50399774
53146329,56745649,50471420
53214102,56813423,50539193
53278419,56877740,50603510
53343101,56942422,50668192
53413813,57013134,50738904
53484767,57084087,50809858
53557695,57157016,50882787
53626006,57225326,50951097
53697094,57296415,51022185
53767983,57367304,51093074
53839097,57438418,51164189
53910287,57509607,51235378
53977098,57576419,51302189
54045531,57644851,51370622
54117300,57716620,51442391
54188066,57787387,51513157
54253967,57853287,51579058
54325912,57925233,51651004
54394687,57994007,51719778
54459742,58059063,51784834
54528410,58127731,51853501
54594025,58193346,51919116
54660946,58260267,51986037
54727124,58326445,52052216
54792950,58392271,52118042
54856281,58455602,52181372
54922365,58521685,52247456
54987618,58586939,52312710
55051994,58651315,52377085
55116082,58715403,52441174
55182895,58782215,52507986
55249737,58849058,52574829
55317397,58916717,52642488
55386157,58985478,52711248
55458150,59057471,52783242
55526890,59126211,52851981
55596918,59196239,52922009
55658739,59258060,52983830
55724149,59323469,53049240
55792300,59391621,53117392
55860868,59460189,53185959
55928811,59528132,53253903
55996591,59595911,53321682
56064783,59664103,53389874
56133575,59732896,53458666
56201337,59800658,53526429
56270534,59869855,53595626
56337708,59937029,53662799
56406194,60005514,53731285
56474312,60073632,53799403
56544754,60144075,53869846
56618623,60217944,53943715
56690841,60290162,54015932
56761619,60360940,54086711
56828652,60427973,54153744
56897142,60496463,54222233
56969427,60568748,54294518
57038174,60637495,54363266
57108086,60707406,54433177
57177353,60776673,54502444
57245666,60844987,54570757
57314539,60913860,54639631
57379364,60978684,54704455
57439576,61038897,54764668
57509083,61108403,54834174
57578745,61178066,54903836
57647532,61246852,54972623
57715266,61314586,55040357
57780784,61380104,55105875
57843279,61442600,55168371
57910621,61509941,55235712
57978618,61577938,55303709
58048894,61648214,55373985
58112905,61712226,55437996
58178435,61777756,55503526
58247274,61846595,55572366
58318733,61918053,55643824
58391404,61990725,55716496
58462377,62061698,55787469
58531307,62130627,55856398
58600673,62199994,55925764
58665184,62264505,55990275
58735604,62334925,56060696
58797839,62397159,56122930
58865585,62464906,56190677
58932587,62531907,56257678
59002216,62601537,56327307
59074179,62673499,56399270
59145963,62745284,56471054
59218392,62817713,56543484
59281413,62880734,56606505
59347320,62946641,56672412
59413220,63012541,56738311
59477908,63077229,56803000
59545071,63144392,56870162
59613610,63212931,56938701
59684341,63283662,57009432
59751041,63350361,57076132
59816374,63415694,57141465
59887663,63486983,57212754
59957755,63557076,57282847
60029146,63628467,57354238
60095573,63694894,57420664
60167451,63766771,57492542
60236083,63835404,57561174
60308284,63907605,57633376
60377347,63976668,57702439
60446371,64045692,57771462
60516564,64115884,57841655
60584396,64183717,57909488
60646746,64246067,57971838
60712236,64311557,58037327
60774574,64373895,58099665
60843299,64442620,58168391
60911665,64510986,58236757
60983594,64582914,58308685
61052425,64651746,58377516
61120425,64719746,58445517
61187156,64786477,58512247
61254438,64853758,58579529
61324075,64923396,58649167
61392504,64991825,58717596
61466091,65065412,58791183
61531341,65130661,58856432
61595634,65194955,58920726
61662389,65261710,58987481
61724291,65323612,59049383
61792277,65391598,59117368
61863362,65462683,59188454
61927686,65527006,59252777
61995840,65595160,59320931
62064181,65663502,59389273
62133771,65733092,59458863
62203890,65803211,59528982
62272197,65871517,59597288
62337922,65937243,59663013
62405799,66005120,59730890
62473647,66072968,59798739
62537840,66137161,59862931
62606331,66205652,59931423
62675609,66274930,60000700
62742790,66342111,60067881
62806072,66405393,60131164
62872840,66472160,60197931
62941540,66540861,60266632
63008790,66608110,60333881
63074616,66673937,60399707
63146280,66745600,60471371
63219643,66818964,60544735
63293741,66893062,60618833
63366560,66965880,60691651
63436666,67035987,60761757
63506015,67105335,60831106
63574374,67173695,60899465
63642019,67241339,60967110
63708972,67308293,61034064
63777102,67376423,61102194
63842275,67441596,61167367
63909936,67509256,61235027
63977092,67576413,61302183
64046028,67645349,61371119
64113177,67712498,61438268
64185020,67784341,61510111
64254622,67853942,61579713
64325952,67925273,61651044
64399497,67998818,61724588
64472552,68071873,61797644
64540349,68139670,61865440
64612619,68211940,61937711
64681863,68281183,62006954
64753378,68352699,62078470
64824032,68423353,62149123
64895852,68495173,62220944
64963624,68562944,62288715
65033028,68632349,62358119
65101387,68700708,62426479
65172583,68771904,62497675
65240304,68839624,62565395
65308741,68908062,62633833
65380057,68979378,62705148
65447839,69047160,62772931
65515987,69115308,62841078
65582271,69181592,62907363
65647016,69246337,62972107
65718250,69317571,63043341
65784505,69383826,63109597
65855111,69454432,63180203
65926730,69526051,63251821
65997150,69596470,63322241
66061107,69660428,63386199
66128521,69727841,63453612
66198013,69797334,63523105
66269238,69868559,63594329
66338714,69938035,63663805
66406558,70005879,63731649
66475885,70075205,63800976
66545899,70145220,63870990
66619796,70219117,63944887
66684460,70283780,64009551
66753430,70352751,64078521
66817506,70416827,64142598
66883426,70482746,64208517
66952295,70551616,64277387
67022148,70621468,64347239
67085166,70684486,64410257
67154435,70753756,64479526
67226047,70825367,64551138
67292806,70892127,64617898
67360926,70960247,64686017
67432708,71032028,64757799
67502562,71101882,64827653
67570841,71170161,64895932
67639034,71238355,64964126
67705581,71304902,65030673
67778129,71377449,65103220
67850766,71450086,65175857
67916520,71515841,65241611
67984670,71583990,65309761
68053120,71652441,65378212
68121254,71720575,65446345
68191114,71790435,65516206
68257066,71856387,65582158
68330517,71929838,65655608
68401833,72001154,65726925
68471476,72070796,65796567
68538367,72137688,65863458
68604814,72204135,65929906
68676860,72276180,66001951
68745876,72345197,66070967
68816328,72415649,66141420
68881306,72480627,66206398
68949939,72549259,66275030
69019259,72618580,66344351
69089741,72689062,66414832
69160369,72759690,66485460
69229510,72828831,66554601
69295698,72895019,66620790
69360810,72960131,66685902
69427256,73026576,66752347
69494020,73093341,66819111
69562647,73161968,66887738
69629679,73229000,66954770
69698936,73298257,67024027
69765641,73364962,67090732
69833740,73433060,67158831
69900538,73499858,67225629
69966564,73565885,67291656
70032573,73631894,67357665
70100953,73700274,67426044
70171708,73771028,67496799
70239957,73839277,67565048
70306182,73905502,67631273
